"Orthogroup"	"recipient_protein"	"selected_donor_sister_tiplabels"	"selected_donor_cousin_tiplabels"	"all_sister_tiplabels"	"all_cousin_tiplabels"	"sister_node_support"	"cousin_node_support"
"OG0000012"	"1257118_ACANB10501_t1"	""	""	"1314962_A0A0L1KY21_9EUGL,135588_KAH0797459.1,2820187_XP_063679199.1,412133_A2DUG0_TRIV3,46433_X6N6J9_RETFI"	"108607_MBAL_014801RA-p1,2049346_KAK2960642.1,294381_A0A8U0WPW6_ENTH1,370354_XP_001736528.1,370355_A0A0A1U3W1_ENTIV,370355_A0A0A1U6J3_ENTIV,41668_EMO_086870,5762_D2VCT8_NAEGR,5762_D2W6B3_NAEGR,946362_F2TYV3_SALR5"	"17"	"51"
"OG0000012"	"1257118_ACANB12743_t1"	""	""	"2820187_XP_063679199.1,46433_X6N6J9_RETFI"	"135588_KAH0797459.1,412133_A2DUG0_TRIV3"	"37"	"35"
"OG0000012"	"1257118_ACANB02514_t1"	""	""	"108607_MBAL_006308RA-p1,1890364_A0A2P6N5K0_9EUKA"	"133409_A0A8J4PQ88_9MYCE,1410327_XP_012747919.1,261658_F4PYZ4_CACFS,361077_A0A151Z334_TIELA,44689_RAB18_DICDI,5786_F0ZUW8_DICPU,670386_D3BAY1_HETP5,79012_KAK5579408.1"	"62"	"86"
"OG0000012"	"1257118_ACANB01263_t3"	""	""	"51637_A0AA88KPF2_NAELO,5762_D2V8T4_NAEGR,5763_A0A6A5BPM3_NAEFO,670386_D3BRH4_HETP5,670386_D3BRQ5_HETP5,75058_A0A0S4JF89_BODSA"	"110365_A0A023B6B8_GRENI,51637_A0AA88GE52_NAELO,51637_A0AA88GNX0_NAELO,51637_A0AA88H3A3_NAELO,5762_D2VB98_NAEGR,5762_D2VMY2_NAEGR,5762_D2VNZ8_NAEGR,5763_A0A6A5ATY7_NAEFO,5763_A0A6A5BDT8_NAEFO,5763_A0A6A5BNC4_NAEFO"	"75"	"40"
"OG0000012"	"1257118_ACANB00140_t1"	""	""	"3038955_g2738.t1,3038956_g6206.t1,3126597_RETORTACARPxg5127,75058_A0A0S4J6H6_BODSA"	"1913371_A0A086J3A3_NEMA1"	"38"	"17"
"OG0000012"	"1257118_ACANB09909_t1"	""	""	"1169540_A0A0G4FHD0_VITBC,1410381_A0A8J1W3T7_9DINO,2202890_A0A8J1ZQR5_9DINO,266149_A0A0V0Q806_PSEPJ,2951_A0A1Q9CR86_SYMMI,310047_KAH7647208.1,330153_A0A7J6N1Z0_PERCH,441375_B6AJF6_CRYMR,5801_XP_013247347.1,5888_A0BJ56_PARTE,5888_A0DZ33_PARTE,5888_Q3SDR5_PARTE,88456_A0A1D3CSQ0_9EIME,99112_GWHPBHPU047133"	"1746091_KAJ3427831.1,1746091_KAJ3434449.1,1746091_KAJ3446164.1,266149_A0A0V0QNL2_PSEPJ,287889_A0A369RWK1_9METZ,312017_I7MGC6_TETTS,312017_Q236Y2_TETTS,312017_Q236Y3_TETTS,312017_Q236Y4_TETTS"	"38"	"17"
"OG0000012"	"1257118_ACANB12263_t1"	""	""	"2654837_KAL0234086.1,41045_A0A8K1C6N2_PYTOL,4787_A0A833T3R3_PHYIN"	"1169540_A0A0G4EQH5_VITBC,461836_A0A0L0DVS0_THETB"	"35"	"39"
"OG0000012"	"1257118_ACANB00677_t1"	""	""	"10090_RB11A_MOUSE,10090_RB11B_MOUSE,10116_A0A8I5ZMI4_RAT,10116_RB11A_RAT,10116_RB11B_RAT,105231_A0A1Y1I4U9_KLENI,1085956_EVM0012537.1,108607_MBAL_014732RA-p1,1220926_S2J5G2_MUCC1,1220926_S2JGR4_MUCC1,1220926_S2JTE9_MUCC1,130081_M2Y664_GALSU,13333_U5DG67_AMBTC,13333_U5DHS9_AMBTC,13333_W1NE68_AMBTC,13333_W1NQD8_AMBTC,13333_W1NQY0_AMBTC,13333_W1NUS6_AMBTC,13333_W1NXE7_AMBTC,13333_W1PX83_AMBTC,13333_W1Q0N5_AMBTC,133385_A0A2T9YXR3_9FUNG,133409_A0A8J4PYL4_9MYCE,13397_XP_041038504.1,13397_XP_041060529.1,13616_F6SG28_MONDO,13616_F7EBP6_MONDO,13818_A0A9D4U7B8_ADICA,13818_A0A9D4U9Q4_ADICA,13818_A0A9D4UGS4_ADICA,13818_A0A9D4V2M7_ADICA,1408657_A0A0W4ZNX1_PNEJ7,1410327_XP_012757118.1,1410327_XP_012757985.1,1460289_A0A0M0JNH6_9EUKA,1460289_A0A0M0JWU6_9EUKA,1480154_A0A176VE02_MARPO,1480154_A0A176VMB7_MARPO,1754191_A0A1Y1V770_9FUNG,1764295_A0A5B8MTX6_9CHLO,1890364_A0A2P6N4F3_9EUKA,1890364_A0A2P6N8C6_9EUKA,1890364_A0A2P6NHZ7_9EUKA,1961234_KAL3615113.1,1961234_KAL3617011.1,1961234_KAL3620805.1,1961234_KAL3625767.1,1961234_KAL3631558.1,1961234_KAL3632191.1,1961234_KAL3632774.1,1961234_KAL3638522.1,1961234_KAL3640729.1,1961234_KAL3645302.1,2081491_A0A8J6C3S3_DIALT,2081491_A0A8J6C9A6_DIALT,214684_Q5KGZ4_CRYNJ,223100_maker-HiC_scaffold_1-pred_gff_AUGUSTUS-gene-1116.2-mRNA-1,223100_maker-HiC_scaffold_11-pred_gff_AUGUSTUS-gene-276.3-mRNA-1,223100_maker-HiC_scaffold_13-pred_gff_AUGUSTUS-gene-111.5-mRNA-1,223100_maker-HiC_scaffold_14-pred_gff_AUGUSTUS-gene-1491.8-mRNA-1,223100_maker-HiC_scaffold_14-pred_gff_AUGUSTUS-gene-885.5-mRNA-1,223100_maker-HiC_scaffold_6-pred_gff_AUGUSTUS-gene-106.4-mRNA-1,223100_maker-HiC_scaffold_7-pred_gff_AUGUSTUS-gene-1314.2-mRNA-1,223100_maker-HiC_scaffold_9-pred_gff_AUGUSTUS-gene-1683.2-mRNA-1,223100_snap_masked-HiC_scaffold_6-processed-gene-1254.0-mRNA-1,223100_snap_masked-HiC_scaffold_6-processed-gene-1254.0-mRNA-2,227904_GWHPDOMV004741,227904_GWHPDOMV006900,227904_GWHPDOMV007014,227904_GWHPDOMV007366,227904_GWHPDOMV019195,227904_GWHPDOMV020060,227904_GWHPDOMV021959,227904_GWHPDOMV022765,227904_GWHPDOMV022937,2315210_A0A2R5G9J5_9STRA,237631_A0A0D1E427_USTMA,252671_A0A7M5WZM3_9CNID,261658_F4PTW4_CACFS,2652724_Q2XWU1_EXADI,267555_A0A328CY65_9ASTE,267555_A0A328D0L4_9ASTE,267555_A0A328D1S8_9ASTE,267555_A0A328D218_9ASTE,267555_A0A328D6Y4_9ASTE,267555_A0A328D720_9ASTE,267555_A0A328D932_9ASTE,267555_A0A328DG11_9ASTE,267555_A0A328DG51_9ASTE,267555_A0A328DIE0_9ASTE,267555_A0A328DVG5_9ASTE,267555_A0A328DXM3_9ASTE,2690220_A0A7J7IDP4_9RHOD,27687_A0A8C4RPN1_ERPCA,27687_A0A8C4TF01_ERPCA,27687_A0A8C4THY2_ERPCA,2769_R7Q4F6_CHOCR,2786_A0A1X6NM24_PORUM,2790670_A0A9P3JTK8_9VIRI,2790670_A0A9P3JTZ9_9VIRI,2790670_A0A9P3KEM0_9VIRI,2790670_A0A9P3U9Y1_9VIRI,280699_M1V453_CYAM1,2820187_XP_063674548.1,283909_R7VFI5_CAPTE,2843483_GWHPDONJ005978,2843483_GWHPDONJ007294,2843483_GWHPDONJ008150,284812_YPT3_SCHPO,2874248_GWHPDONK006040,2874248_GWHPDONK009459,2874248_GWHPDONK010900,287889_A0A369SI62_9METZ,2880_D8LQC1_ECTSI,2903_R1EVP7_EMIHU,2903_R1FIJ3_EMIHU,29760_A5AR55_VITVI,29760_A5AUV6_VITVI,29760_A5BKD0_VITVI,29760_D7SJ99_VITVI,29760_D7TGR6_VITVI,29760_D7TLL7_VITVI,29760_F6H1Y9_VITVI,29760_F6H2M2_VITVI,29760_F6HM55_VITVI,29760_F6HMB4_VITVI,2983908_Mvickermani_transcript07384.p1,2983909_Mspyraenae_transcript07482.p2,3055_Cre03.g189250_4532.1.p,3077_A0A9D4TWF2_CHLVU,3077_A0A9D4TY03_CHLVU,3088_A0A383VM74_TETOB,312017_I7M985_TETTS,3141643_col16_17_NODE_10227_length_1070_cov_164.802407_g6946_i1.p1_ORF_type_complete_len_216,317549_A0A6S7J2B8_PARCT,317549_A0A7D9EGK8_PARCT,317549_A0A7D9EGU0_PARCT,3225_A0A8T0ID81_CERPU,3225_A0A8T0JAF5_CERPU,337451_A0A3S3M0S0_9MAGN,337451_A0A3S3MMS9_9MAGN,337451_A0A3S3MRB9_9MAGN,337451_A0A3S3NM03_9MAGN,337451_A0A3S3NPS7_9MAGN,337451_A0A3S3Q4X0_9MAGN,337451_A0A3S3R776_9MAGN,337451_A0A443NJH7_9MAGN,337451_A0A443NLM6_9MAGN,337451_A0A443P6U8_9MAGN,337451_A0A443PEL0_9MAGN,337451_A0A443PFU8_9MAGN,337451_A0A443PMP8_9MAGN,337451_A0A443Q3A1_9MAGN,342808_KAJ4458440.1,34506_A0A090LCL5_STRRB,35128_B5YND5_THAPS,3562_A0A9R0HWE0_SPIOL,3562_A0A9R0I787_SPIOL,3562_A0A9R0IAJ6_SPIOL,3562_A0A9R0JCX4_SPIOL,3562_A0A9R0JDJ8_SPIOL,3562_A0A9R0JX24_SPIOL,35688_A0A5J4Z794_PORPP,361077_A0A151ZJZ4_TIELA,367110_F5H8U4_NEUCR,3702_AT1G06400.1,3702_AT1G07410.1,3702_AT1G09630.1,3702_AT1G16920.1,3702_AT1G18200.1,3702_AT1G28550.1,3702_AT1G73640.1,3702_AT2G33870.1,3702_AT3G15060.1,3702_AT3G46830.1,3702_AT4G18430.1,3702_AT4G18800.1,3702_AT5G45750.1,3702_AT5G46025.1,3702_AT5G59150.1,3702_AT5G60860.1,37360_A0A0G4J5A0_PLABS,374723_A0A830AYH4_9LAMI,374723_A0A830AYQ5_9LAMI,374723_A0A830B285_9LAMI,374723_A0A830B900_9LAMI,374723_A0A830BCF5_9LAMI,374723_A0A830BML1_9LAMI,374723_A0A830C1L6_9LAMI,374723_A0A830C791_9LAMI,374723_A0A830C991_9LAMI,374723_A0A830CF98_9LAMI,374723_A0A830CHR4_9LAMI,374723_A0A830CL17_9LAMI,374723_A0A830D4H2_9LAMI,374723_A0A830D9B8_9LAMI,374723_A0A830DCA2_9LAMI,374723_A0A830DJD3_9LAMI,374723_A0A830DRL6_9LAMI,3972_TRINITY_DN132662_c0_g1_i1,3972_TRINITY_DN153811_c0_g2_i1,3972_TRINITY_DN160215_c0_g1_i1,3972_VaGs06499,3972_VaGs06845,3972_VaGs27638,3972_VaGs30461,3972_VaGs30547,3972_VaGs31032,397392_XP_057948738.1,397392_XP_057949331.1,397392_XP_057953093.1,397392_XP_057958469.1,397392_XP_057976524.1,397392_XP_057979082.1,4081_A0A3Q7EQ24_SOLLC,4081_A0A3Q7FFJ9_SOLLC,4081_A0A3Q7FJY9_SOLLC,4081_A0A3Q7FPJ2_SOLLC,4081_A0A3Q7FSN9_SOLLC,4081_A0A3Q7GJQ2_SOLLC,4081_A0A3Q7H4B3_SOLLC,4081_A0A3Q7HCC3_SOLLC,4081_A0A3Q7HG43_SOLLC,4081_A0A3Q7HIN3_SOLLC,4081_A0A3Q7ICP0_SOLLC,4081_A0A3Q7IEK4_SOLLC,4081_A0A3Q7J501_SOLLC,4081_A0A3Q7JSS8_SOLLC,41045_A0A8K1CW87_PYTOL,4170_A0A5A7NV82_STRAF,4170_A0A5A7NXU7_STRAF,4170_A0A5A7NXZ1_STRAF,4170_A0A5A7P111_STRAF,4170_A0A5A7P1B5_STRAF,4170_A0A5A7PI06_STRAF,4170_A0A5A7PVZ9_STRAF,4170_A0A5A7QBQ9_STRAF,4170_A0A5A7QCM4_STRAF,4170_A0A5A7R8R2_STRAF,4170_A0A5A7RBV3_STRAF,4170_A0A5A7RH08_STRAF,41880_A0A7S2AH65_9CHLO,44689_RB11A_DICDI,448386_A0A2V3IGN7_9FLOR,448386_A0A2V3IGR4_9FLOR,45351_A7ST02_NEMVE,4558_A0A1B6QH60_SORBI,4558_A0A1W0VYU6_SORBI,4558_A0A1W0W0D8_SORBI,4558_A0A1W0W4P3_SORBI,4558_A0A1Z5R1F7_SORBI,4558_C5WT11_SORBI,4558_C5X3H5_SORBI,4558_C5YVB1_SORBI,4558_C5YVK5_SORBI,4558_C5YY06_SORBI,4558_C5Z0Z5_SORBI,4558_C5Z487_SORBI,461836_A0A0L0DGS5_THETB,46731_A0A3M6U6N0_POCDA,4787_A0A833TC64_PHYIN,483367_KAJ1623878.1,483367_KAJ1626825.1,50429_A0A2B4SIB5_STYPI,51298_A0A7J7XK36_MYOMY,51298_A0A7J8APR0_MYOMY,574566_I0YSF0_COCSC,578462_A0A0L0SII0_ALLM3,578462_A0A0L0T2N1_ALLM3,578462_A0A0L0T3X6_ALLM3,5786_F0ZAM9_DICPU,595528_A0A0D2VLG4_CAPO3,6087_XP_065660884.1,6105_A0A6P8H5U2_ACTTE,6239_Q1ZXR4_CAEEL,6239_RB11A_CAEEL,645134_A0A0L0H6J7_SPIPD,667725_A0A0L0FN87_9EUKA,667725_A0A0L0FVP9_9EUKA,670386_D3B0H3_HETP5,683840_U5H9C3_USTV1,68872_A0A9N7MMF2_STRHE,68872_A0A9N7MRB2_STRHE,68872_A0A9N7MRB9_STRHE,68872_A0A9N7MZD4_STRHE,68872_A0A9N7MZZ7_STRHE,68872_A0A9N7N201_STRHE,68872_A0A9N7NMQ4_STRHE,68872_A0A9N7R320_STRHE,68872_A0A9N7R5I1_STRHE,68872_A0A9N7R645_STRHE,68872_A0A9N7R739_STRHE,68872_A0A9N7RLR4_STRHE,69068_GWHPBHPT000367,69068_GWHPBHPT008648,69068_GWHPBHPT015856,69068_GWHPBHPT018359,69068_GWHPBHPT018458,69068_GWHPBHPT025675,69068_GWHPBHPT026195,69068_GWHPBHPT027262,69332_A0A388LKM4_CHABU,69463_KAF0989687.1,7227_O18335_DROME,747089_U9TIT6_RHIID,7668_A0A7M6UL15_STRPU,7719_F6XCQ7_CIOIN,7739_C3YDX8_BRAFL,7753_XP_061414592.1,7753_XP_061427016.1,78542_GWHPBHPV018512,78542_GWHPBHPV021384,78542_GWHPBHPV030418,78542_GWHPBHPV031044,78542_GWHPBHPV033463,78542_GWHPBHPV039625,78542_GWHPBHPV042216,78542_GWHPBHPV042218,78542_GWHPBHPV046478,78542_GWHPBHPV047755,7888_XP_043910688.1,7888_XP_043933794.1,7888_XP_043935699.1,7888_XP_043946608.1,7897_H3ATF1_LATCH,7897_H3AW20_LATCH,7897_H3BB91_LATCH,7897_H3BBM7_LATCH,79012_KAK5575596.1,7918_W5MAF7_LEPOC,7918_W5MQZ1_LEPOC,7918_W5N8V1_LEPOC,7955_A0A8M6Z2N0_DANRE,7955_Q5U3E1_DANRE,7955_Q6DGU2_DANRE,7955_Q7SY35_DANRE,7955_Q802D1_DANRE,81824_A9VCQ0_MONBE,8364_Q28HH1_XENTR,8364_Q5XH99_XENTR,8364_Q6DJB4_XENTR,88036_D8RCP6_SELML,88036_D8RE14_SELML,88036_D8SVZ0_SELML,88036_D8TB47_SELML,9031_A0A8V0Z564_CHICK,9031_A0A8V1AHB3_CHICK,9031_Q5F3R8_CHICK,9031_RB11A_CHICK,905079_L1J5D4_GUITC,9258_A0A6I8N7S5_ORNAN,9258_A0A6I8PQ59_ORNAN,946362_F2U049_SALR5,9606_RB11A_HUMAN,9606_RB11B_HUMAN,988480_A0A075AUZ9_ROZAC,99112_GWHPBHPU000023,99112_GWHPBHPU000909,99112_GWHPBHPU002101,99112_GWHPBHPU002708,99112_GWHPBHPU014858,99112_GWHPBHPU015130,99112_GWHPBHPU018948,99112_GWHPBHPU019594,99112_GWHPBHPU024740"	"51637_A0AA88GGV8_NAELO,5763_A0A6A5C0M8_NAEFO"	"76"	"64"
"OG0000012"	"1257118_ACANB07102_t1"	""	""	"2049346_KAK2960346.1,2049356_KAH7832149.1"	"1144522_A0A1J4KG86_9EUKA,1915356_KAK8837655.1"	"71"	"82"
"OG0000012"	"1257118_ACANB00287_t1"	""	""	"294381_A0A8U0WPX5_ENTH1,294381_A0A8U0WQ41_ENTH1,370354_XP_001734659.1,370355_A0A0A1TUM4_ENTIV,41668_EMO_068630,41668_EMO_089070"	"2049346_KAK2952150.1,2049346_KAK2961368.1,2049356_KAH7822905.1,2049356_KAH7825280.1,2049356_KAH7829394.1,2049356_KAH7829627.1,222440_KAA6384359.1,222440_KAA6400132.1,2983908_Mvickermani_transcript08686.p1,342808_KAJ4458442.1"	"69"	"86"
"OG0000012"	"1257118_ACANB11372_t2"	""	""	"81824_A9VAA2_MONBE,946362_F2U840_SALR5"	"10090_RAB2A_MOUSE,10090_RAB2B_MOUSE,10116_A6KEG9_RAT,10116_RAB2A_RAT,1085956_EVM0014321.1,13397_XP_041038519.1,13397_XP_041046307.1,13616_A0A5F8G7X3_MONDO,13616_F7DGJ9_MONDO,13616_F7EI30_MONDO,252671_A0A7M5V5X7_9CNID,2652724_A0A913Y6C3_EXADI,27687_A0A8C4RWB5_ERPCA,2820187_XP_063678382.1,2820187_XP_063691952.1,283909_R7V8D6_CAPTE,287889_A0A369RRK9_9METZ,317549_A0A6S7JAA4_PARCT,34506_A0A090LE80_STRRB,45351_A7SHU3_NEMVE,46731_A0A3M6UCJ4_POCDA,50429_A0A2B4SQJ0_STYPI,51298_A0A7J7TJE6_MYOMY,51298_A0A7J8AQP7_MYOMY,595528_A0A0D2VZB7_CAPO3,6087_XP_065676340.1,6105_A0A6P8ID22_ACTTE,6183_G4VQ12_SCHMA,6183_G4VRU0_SCHMA,6239_A0A2C9C2Y0_CAEEL,69463_KAF0989486.1,7227_RAB2_DROME,7668_A0A7M7TG81_STRPU,7719_H2Y1B2_CIOIN,7739_C3XU13_BRAFL,7753_XP_061421581.1,7753_XP_061428187.1,7888_XP_043914189.1,7897_H3AX47_LATCH,7897_H3B3C5_LATCH,7918_W5MCP7_LEPOC,7955_Q803J3_DANRE,8364_F7A3D5_XENTR,8364_Q6GL73_XENTR,9031_RAB2A_CHICK,9258_A0A6I8PI72_ORNAN,9258_F6QZD8_ORNAN,9606_RAB2A_HUMAN,9606_RAB2B_HUMAN"	"63"	"20"
"OG0000012"	"1257118_ACANB08696_t1"	""	""	"10090_RAB2A_MOUSE,10090_RAB2B_MOUSE,10116_A6KEG9_RAT,10116_RAB2A_RAT,105231_A0A1Y1I8A7_KLENI,1085956_EVM0014321.1,108607_MBAL_006977RA-p1,108607_MBAL_008147RA-p1,110365_A0A023B838_GRENI,1169540_A0A0G4G2K5_VITBC,1220926_S2JM56_MUCC1,1220926_S2K1W3_MUCC1,126793_A5K0B2_PLAVS,13333_U5D0I8_AMBTC,13333_W1PRQ3_AMBTC,133385_A0A2T9Y9A2_9FUNG,133409_A0A8J4Q0K7_9MYCE,133409_A0A8J4V5F7_9MYCE,13397_XP_041038519.1,13397_XP_041046307.1,13616_A0A5F8G7X3_MONDO,13616_F7DGJ9_MONDO,13616_F7EI30_MONDO,13818_A0A9D4UU88_ADICA,13818_A0A9D4Z810_ADICA,1410327_XP_012749774.1,1410327_XP_012754990.1,1410381_A0A8J2EGN9_9DINO,1460289_A0A0M0K455_9EUKA,1480154_A0A176WNV4_MARPO,1764295_A0A5B8MXK9_9CHLO,1890364_A0A2P6N9U3_9EUKA,1890364_A0A2P6NQD3_9EUKA,1890364_A0A2P6NZT3_9EUKA,1961234_KAL3621876.1,1961234_KAL3625757.1,1961234_KAL3638326.1,1961234_KAL3640082.1,1961234_KAL3652484.1,201153_A0A8J6E2W5_9EUKA,2081491_A0A8J5X0Z5_DIALT,2202890_A0A8J1ZAX9_9DINO,223100_maker-HiC_scaffold_14-pred_gff_AUGUSTUS-gene-797.1-mRNA-1,223100_maker-HiC_scaffold_4-pred_gff_AUGUSTUS-gene-2227.2-mRNA-1,223100_maker-HiC_scaffold_6-pred_gff_AUGUSTUS-gene-487.0-mRNA-1,227904_GWHPDOMV004339,227904_GWHPDOMV007534,227904_GWHPDOMV008858,2315210_A0A2R5GRM2_9STRA,252671_A0A7M5V5X7_9CNID,2600580_A0A653HNW3_9APIC,261658_F4PML6_CACFS,261658_F4Q1R3_CACFS,2652724_A0A913Y6C3_EXADI,266149_A0A0V0QK17_PSEPJ,267555_A0A328DHC0_9ASTE,267555_A0A328E598_9ASTE,27687_A0A8C4RWB5_ERPCA,2790670_A0A9P3NSM6_9VIRI,2820187_XP_063678382.1,2820187_XP_063691952.1,283909_R7V8D6_CAPTE,2843483_GWHPDONJ009112,2874248_GWHPDONK004725,287889_A0A369RRK9_9METZ,2880_D7FSF1_ECTSI,2903_R1DKC2_EMIHU,2903_R1DQH3_EMIHU,2951_A0A1Q9CX31_SYMMI,2951_A0A1Q9F0Q8_SYMMI,29760_D7TDB5_VITVI,29760_D7TGE4_VITVI,29760_D7TWF7_VITVI,29760_D7U704_VITVI,29760_F6GZB0_VITVI,3055_Cre09.g390763_4532.1.p,3077_A0A9D4TUV4_CHLVU,3088_A0A383W3D4_TETOB,310047_KAH7646948.1,312017_I7MMG8_TETTS,3141643_col16_17_NODE_10140_length_1079_cov_14.120278_g8558_i0.p1_ORF_type_complete_len_217,317549_A0A6S7JAA4_PARCT,3225_A0A8T0GAB2_CERPU,3225_A0A8T0I0D4_CERPU,32595_Bdiv_021640-t42_1-p1,330153_A0A7J6LK13_PERCH,337451_A0A3S3NMH1_9MAGN,337451_A0A443P240_9MAGN,34506_A0A090LE80_STRRB,35128_B8C8T6_THAPS,353152_A3FQD8_CRYPI,3562_A0A9R0JHQ4_SPIOL,3562_A0A9R0JJI4_SPIOL,361077_A0A151ZBW5_TIELA,361077_A0A152A581_TIELA,36329_PF3D7_1231100.1-p1,36330_A0A1C3L5K7_9APIC,3702_AT4G17160.1,3702_AT4G17170.1,3702_AT4G35860.1,37360_A0A0G4IZI2_PLABS,374723_A0A830B1F2_9LAMI,374723_A0A830B6N4_9LAMI,374723_A0A830B6Y3_9LAMI,374723_A0A830BDG3_9LAMI,374723_A0A830BF33_9LAMI,374723_A0A830BUQ0_9LAMI,374723_A0A830C130_9LAMI,374723_A0A830C4V2_9LAMI,374723_A0A830CJS2_9LAMI,374723_A0A830CZL6_9LAMI,374723_A0A830D6W4_9LAMI,374723_A0A830D6Z5_9LAMI,374723_A0A830DBC8_9LAMI,374723_A0A830DF01_9LAMI,374723_A0A830DGR3_9LAMI,3972_VaGs24914,3972_VaGs30456,397392_XP_057947885.1,397392_XP_057960334.1,4081_A0A3Q7FZW8_SOLLC,4081_A0A3Q7IA56_SOLLC,4081_A0A3Q7IAW2_SOLLC,4081_A0A3Q7J3Y7_SOLLC,41045_A0A8K1FJU5_PYTOL,4170_A0A5A7P8E7_STRAF,4170_A0A5A7PA21_STRAF,4170_A0A5A7PKL5_STRAF,4170_A0A5A7R6B4_STRAF,41880_A0A830HTH3_9CHLO,432359_B9PK50_TOXGV,441375_B6AHW8_CRYMR,44689_RAB2A_DICDI,44689_RAB2B_DICDI,45351_A7SHU3_NEMVE,4558_C5XWD1_SORBI,4558_C5YAB0_SORBI,461836_A0A0L0DXA0_THETB,46433_X6LLP1_RETFI,46433_X6NXG6_RETFI,46433_X6P4K0_RETFI,46731_A0A3M6UCJ4_POCDA,4787_A0A833TMI3_PHYIN,478820_A0A196SD21_BLAHN,483367_KAJ1633527.1,50429_A0A2B4SQJ0_STYPI,508771_TGME49_312050-t26_1-p1,51298_A0A7J7TJE6_MYOMY,51298_A0A7J8AQP7_MYOMY,51637_A0AA88GFN6_NAELO,574566_I0Z7W8_COCSC,5762_D2VS55_NAEGR,5763_A0A6A5CED4_NAEFO,5786_F0ZYK2_DICPU,5786_F1A541_DICPU,5801_XP_013253196.1,5851_A0A384L487_PLAKH,5865_Q7YZQ7_BABBO,5875_Q4N7E3_THEPA,5888_Q3SDD4_PARTE,5888_Q3SDL7_PARTE,5949_A0A078AR09_STYLE,595528_A0A0D2VZB7_CAPO3,6087_XP_065676340.1,6105_A0A6P8ID22_ACTTE,6183_G4VQ12_SCHMA,6183_G4VRU0_SCHMA,6239_A0A2C9C2Y0_CAEEL,667725_A0A0L0FYR9_9EUKA,670386_D3B2P9_HETP5,670386_D3BGU2_HETP5,68872_A0A9N7MXM0_STRHE,68872_A0A9N7MZS9_STRHE,68872_A0A9N7N477_STRHE,68872_A0A9N7N7T1_STRHE,68872_A0A9N7R1M6_STRHE,69068_GWHPBHPT013589,69068_GWHPBHPT017355,69068_GWHPBHPT034026,69068_GWHPBHPT034028,69068_GWHPBHPT034029,691883_A0A058ZA67_FONAL,69332_A0A388JMW7_CHABU,69463_KAF0989486.1,70448_Q015T6_OSTTA,707206_Htart_000497800.1-p1,707206_Htart_000506600.1-p1,7227_RAB2_DROME,747089_U9SW40_RHIID,7668_A0A7M7TG81_STRPU,7719_H2Y1B2_CIOIN,7739_C3XU13_BRAFL,7753_XP_061421581.1,7753_XP_061428187.1,78542_GWHPBHPV013680,78542_GWHPBHPV013681,78542_GWHPBHPV025138,78542_GWHPBHPV030576,78542_GWHPBHPV038952,78542_GWHPBHPV046630,78542_GWHPBHPV046632,78542_GWHPBHPV048437,7888_XP_043914189.1,7897_H3AX47_LATCH,7897_H3B3C5_LATCH,79012_KAK5574933.1,79012_KAK5582403.1,7918_W5MCP7_LEPOC,7955_Q803J3_DANRE,797122_A0A9K3CWC6_9EUKA,81824_A9VAA2_MONBE,8364_F7A3D5_XENTR,8364_Q6GL73_XENTR,88036_D8R4N2_SELML,88456_A0A1D3CVV8_9EIME,9031_RAB2A_CHICK,905079_L1K3C5_GUITC,9258_A0A6I8PI72_ORNAN,9258_F6QZD8_ORNAN,946362_F2U840_SALR5,947097_KAH0473490.1,947097_KAH0473491.1,9606_RAB2A_HUMAN,9606_RAB2B_HUMAN,988480_A0A075AT95_ROZAC,99112_GWHPBHPU027274,99112_GWHPBHPU029323,99112_GWHPBHPU032378"	"130081_M2WUX3_GALSU,35688_A0A5J4Z8C3_PORPP,448386_A0A2V3J5L8_9FLOR"	"60"	"19"
